id_pekerjaan,jenis_pekerjaan,spesifikasi_teknis,satuan,harga_satuan,cabang_itb,kategori_I,kategori_II
PP-003,Pembuangan tanah/agregat hasil bongkaran keluar kampus ITB,Pembuangan tanah/agregat hasil bongkaran keluar kampus ITB,m3,150300,Cirebon,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-004,Pembuangan Brangkal hasil bongkaran keluar kampus ITB,"Pembuangan brangkal berbentuk sisa kayu maupun bahan pelapis dan elektrikal, hasil bongkaran keluar kampus ITB",m3,174200,Cirebon,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-005,Pembersihan exhausfan,"Pembersihan exhausfan meliputi pembongkaran, pembersihan dan pemasangan kembali exhausfan ",unit,38400,Cirebon,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-006,Pembersihan lapisan Screeding,Permukaan harus bersih dari lumut serta bebas dari minyak dan oli menggunakan sikat kawat dan air,m2,3900,Cirebon,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
ST-001,Menggali tanah biasa sedalam max 1 meter,,m3,79800,Cirebon,Sipil,Pekerjaan Tanah
ST-002,Menggali tanah biasa sedalam max 2 meter,,m3,66800,Cirebon,Sipil,Pekerjaan Tanah
ST-003,Menggali tanah biasa sedalam lebih dari 2 meter,,m3,80300,Cirebon,Sipil,Pekerjaan Tanah
ST-004,Menggali tanah keras sedalam max 1 meter,,m3,72100,Cirebon,Sipil,Pekerjaan Tanah
ST-005,Memadatkan tanah manual,Pemadatan tanah (per 20cm),m3,40150,Cirebon,Sipil,Pekerjaan Tanah
ST-006,Memadatkan tanah dengan alat,Pemadatan tanah menggunakan alat Stamper dan tandem roller min 6 ton,m3,79100,Cirebon,Sipil,Pekerjaan Tanah
ST-007,Pasir urug,,m3,163700,Cirebon,Sipil,Pekerjaan Tanah
ST-008,Lapisan Pasir,Pasang lapisan pasir menggunakan pasir pasir cimalaka.,m3,325100,Cirebon,Sipil,Pekerjaan Tanah
ST-009,Urugan tanah kembali ,,m3,40200,Cirebon,Sipil,Pekerjaan Tanah
SS-001,Beton sitemix 1PC : 3PS : 5KR,Cor Beton sitemix menggunakan campuran 1 Pc : 3 Ps : 5 Kr,m3,876400,Cirebon,Sipil,Sipil Struktur
SS-002,Beton sitemix 1PC : 3PS : 3KR,Cor Beton sitemix menggunakan campuran 1 Pc : 3 Ps : 3 Kr,m3,919000,Cirebon,Sipil,Sipil Struktur
SS-003,Beton sitemix 1PC : 2PS : 3KR,Cor Beton sitemix menggunakan campuran 1 Pc : 2 Ps : 3 Kr,m3,989700,Cirebon,Sipil,Sipil Struktur
SS-004,Beton Ready Mix mutu K175 ,"Cor Beton Readymix K 175, f'c=14,5 MPa",m3,1039700,Cirebon,Sipil,Sipil Struktur
SS-005,Beton Ready Mix mutu K225,"Cor Beton Readymix K 225, f'c=19,3 MPa",m3,1106600,Cirebon,Sipil,Sipil Struktur
SS-006,Beton Ready Mix mutu K250,"Cor Beton Readymix K 250, f'c=21,7 MPa",m3,1127300,Cirebon,Sipil,Sipil Struktur
SS-007,Beton Ready Mix mutu K275,"Cor Beton Readymix K 275, f'c=24,0 MPa",m3,1162900,Cirebon,Sipil,Sipil Struktur
SS-008,Pembesian U-24 rata-rata,Pembesian harus menggunakan besi SNI kuat leleh minimal 2400 kg/cm2,kg,18800,Cirebon,Sipil,Sipil Struktur
SS-009,Pembesian U-32/U-39 rata-rata,Pembesian harus menggunakan besi SNI kuat leleh minimal 3200 kg/cm2,kg,19800,Cirebon,Sipil,Sipil Struktur
SS-010,Pembesian wiremesh M4,Pasang Wiremesh M4 sambungan overlap 15cm diikat menggunakan kawat beton/bendrat,m2,47100,Cirebon,Sipil,Sipil Struktur
SS-011,Pembesian wiremesh M6,Pasang Wiremesh M6 sambungan overlap 15cm diikat menggunakan kawat beton/bendrat,m2,71500,Cirebon,Sipil,Sipil Struktur
SS-012,Pembesian wiremesh M8,Pasang Wiremesh M8 sambungan overlap 15cm diikat menggunakan kawat beton/bendrat,m2,156300,Cirebon,Sipil,Sipil Struktur
SS-013,Pembesian wiremesh M10,Pasang Wiremesh M10 sambungan overlap 15cm diikat menggunakan kawat beton/bendrat,m2,129900,Cirebon,Sipil,Sipil Struktur
SS-014,Pasang Bekisting balok,Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,681600,Cirebon,Sipil,Sipil Struktur
SS-015,Pasang bekisting sloof (1m2 bekisting sloof dengan range tinggi 15-40cm),Pasang bekisting menggunakan papan untuk bekisting,m2,159100,Cirebon,Sipil,Sipil Struktur
SS-016,Pekerjaan bekisting dinding beton,Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,236500,Cirebon,Sipil,Sipil Struktur
SS-017,Pekerjaan bekisting pelat lantai,Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,266300,Cirebon,Sipil,Sipil Struktur
SS-018,Pasang bekisting trap beton (Tangga),Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,235400,Cirebon,Sipil,Sipil Struktur
SS-019,Pasang bekisting kolom struktur,Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,643400,Cirebon,Sipil,Sipil Struktur
SS-020,Pasang bekisting kolom praktis,Pasang bekisting menggunakan papan untuk bekisting ,m2,161100,Cirebon,Sipil,Sipil Struktur
SS-021,Pengelasan,Pengelasan menggunakan alat,cm,4000,Cirebon,Sipil,Sipil Struktur
SS-022,Pasang besi profil dan canal+meni,Pasang besi baja profil dan canal berikut dengan meni besi,kg,32700,Cirebon,Sipil,Sipil Struktur
SS-023,Pasang besi plat hitam/Bordes+meni,Pasang plat besi hitam/plat bordes berikut dengan meni besi,kg,32700,Cirebon,Sipil,Sipil Struktur
SS-024,Pasang besi plat strip+meni,Pasang plat strip berikut dengan meni besi,kg,21400,Cirebon,Sipil,Sipil Struktur
SS-025,Pasang besi siku+meni,Pasang plat besi siku berikut dengan meni besi,kg,21400,Cirebon,Sipil,Sipil Struktur
SS-026,Pasang chemical bold,Anchor chemical bold 22 mm t. 30 cm + Foscroc nittobond,bh,188400,Cirebon,Sipil,Sipil Struktur
SS-027,Pasang Angkur No13,Pasang angkur menggunakan No13 panjang 10cm s.d. 30cm + hilti pasta,titik,165700,Cirebon,Sipil,Sipil Struktur
SS-028,Baseplate 20x20 cm t=5mm,Pasang baseplate ukuran 20x20cm tebal 5mm termasuk angkur No12 4 titik,bh,92000,Cirebon,Sipil,Sipil Struktur
SS-029,Baseplate 25x25 cm t=10mm,Pasang baseplate ukuran 25x25cm tebal 10mm termasuk angkur No13 4 titik,bh,200200,Cirebon,Sipil,Sipil Struktur
SS-030,Pekerjaan Panel Pagar Beton Uk. 240.40.5 ,"Mutu beton K-250, Beton Elemindo Perkasa, pemasangan berikut semen perekat",lbr,281500,Cirebon,Sipil,Sipil Struktur
SS-031,Pek. Kawat Duri,Pemasangan Kawat duri,m',17300,Cirebon,Sipil,Sipil Struktur
SS-032,Pek. Pasang stek,Pasang stek menggunakan besi No10 panjang stek 35 cm dan semen grouting non shrink Sika Grout 215,titik,30000,Cirebon,Sipil,Sipil Struktur
SS-033,Pek. Grouting,Pekerjaan grouting non shrink Sika Grout 215,m',45100,Cirebon,Sipil,Sipil Struktur
SS-034,Baseplate 20x20 cm t=10mm,,bh,139700,Cirebon,Sipil,Sipil Struktur
SS-035,End plat uk. 0.15 x 0.20 T. 10 mm,Base plat uk. 0.15 x 0.25 T. 10 mm berikut dengan meni besi,bh,115400,Cirebon,Sipil,Sipil Struktur
SS-036,End plat uk. 0.1 5 x 0.60 T. 8 mm,End plat uk. 0.15 x 0.60 T. 8 mm & dyna bold m 10 mm 6 titik berikut dengan meni besi,bh,166200,Cirebon,Sipil,Sipil Struktur
SS-037,Pasang pipa besi 2.5 " t. 2.3 mm,Pasang pipa besi 2.5 " t. 2.3 mm berikut dengan meni besi,m',117700,Cirebon,Sipil,Sipil Struktur
SS-038,Pasang pipa besi 1/2 " t. 2 mm,Pasang pipa besi 1/2 " t. 2mm berikut dengan meni besi,m',80300,Cirebon,Sipil,Sipil Struktur
SS-039,Pasang rangka hollow 60.60.2.3mm,Pasang hollow 60.60.2.3 mm berikut dengan meni besi dengan modul 60x60cm,m2,316100,Cirebon,Sipil,Sipil Struktur
SS-040,Pasang rangka kanopi besi hollow 40x60x2mm,Pasang rangka menggunakan besi hollow ukuran 40x60x2mm dengan modul 60x60cm,m2,272100,Cirebon,Sipil,Sipil Struktur
SS-041,Pemasangan Tiang beton H-Beam tinggi 360,Pemasangan H-Beam 360 K-250 Beton Elemindo Perkasa termasuk mobilisasi,titik,369000,Cirebon,Sipil,Sipil Struktur
SS-042,Pemasangan Tiang beton H-Beam tinggi 360 (sudut),Pemasangan H-Beam 360 K-250 Beton Elemindo Perkasa termasuk mobilisasi,titik,369000,Cirebon,Sipil,Sipil Struktur
SS-043,Pemasangan Tiang beton H-Beam tinggi 380,Pemasangan H-Beam 380 K-250 Beton Elemindo Perkasa termasuk mobilisasi,titik,542300,Cirebon,Sipil,Sipil Struktur
SS-044,Beton Tumbuk site mix campuran 1Pc:2Ps:3Scr,Cor Beton sitemix menggunakan campuran 1 Pc : 2 Ps : 3 Scr,m3,968100,Cirebon,Sipil,Sipil Struktur
SS-045,Pemasangan Panel Pagar,"Mutu beton K-225, Beton Elemindo Perkasa",titik,156300,Cirebon,Sipil,Sipil Struktur
SS-046,Pemasangan H-Beam 300,Pemasangan H-Beam 300 K-250 BEP.,titik,410600,Cirebon,Sipil,Sipil Struktur
SS-047,Dilatasi plat lantai Uk. 5x5 cm,"Bahan menggunakan plat besi tekuk tebal 1,8mm finishing meni.",m1,167200,Cirebon,Sipil,Sipil Struktur
SS-048,Pasang Batu Bulat Dia 8cm,Batu bulat dia. 8cm warna abu,krg,85000,Cirebon,Sipil,Sipil Struktur
SS-049,Pekerjaan screeding / Leveling lantai,Screed lama di ratakan setebal 3 cm menggunakan semen dan pasir beton dengan camp.1 Pc : 3 PB,m2,70000,Cirebon,Sipil,Sipil Struktur
SS-050,Pekerjaan Chemical Stek,Pekerjaan chemical stek bahan menggunakan Bonding Agent Adhesives Nitobond EC 100 FOSROC Berikut pengeboran.,titik,7600,Cirebon,Sipil,Sipil Struktur
SS-051,Beton Ready Mix K-500,"Pengecoran Dinding Beton SCC K-500 slump up 50, berikut dicampur dengan Waterproof Integral menggunakan Sika Viscocrete 3115N, dengan perbandingan 1 m3 beton/6 liter Waterproof Integral",m3,3016100,Cirebon,Sipil,Sipil Struktur
SS-052,Pekerjaan Grouting Toping,Pekerjaan grouting toping/joint bahan menggunakan semen instan K-500 indikon/drymix,m1,156900,Cirebon,Sipil,Sipil Struktur
SJ-001,"Pasang pasangan batu belah,campuran 1PC : 3PP","Pasang pasangan menggunakan batu belah lagadar dipoeh (dibentuk batu muka), spesi menggunakan campuran 1pc:3psr.Pasang .",m3,824000,Cirebon,Sipil,Sipil Jalan
SJ-002,"Pasang pasangan batu belah,campuran 1PC : 4PP","Pasang pasangan menggunakan batu belah lagadar dipoeh (dibentuk batu muka), spesi menggunakan campuran 1pc:4psr.Pasang .",m3,764300,Cirebon,Sipil,Sipil Jalan
SJ-003,"Pasang pasangan batu belah,campuran 1PC : 5PP","Pasang pasangan menggunakan batu belah lagadar dipoeh (dibentuk batu muka), spesi menggunakan campuran 1pc:5psr.Pasang .",m3,723000,Cirebon,Sipil,Sipil Jalan
SJ-004,Pasang batu kosong (anstamping),Pasang batu kosong menggunakan batu belah,m3,291800,Cirebon,Sipil,Sipil Jalan
SJ-005,Pasang Lapisan Pondasi Bawah (LPB),"Pasang aggregat kelas B tebal 25 cm, menggunakan aggregat klas B yang sudah tergradasi sesuai ketentuan SNI, Aggregat harus terhindar dari bahan organik dan gumpalan lempung atau bahan - bahan yang tidak dikehendaki. Agregat pokok, pengunci dan pengisi harus memenuhi ketentuan SNI 03-6751-2002 dan memenuhi persyaratan kepipihan dan lonjong Maksimum 10% dengan metode pengujian RSNI T-01-2005)",m3,282800,Cirebon,Sipil,Sipil Jalan
SJ-006,Pasang Lapisan Pondasi Atas (LPA) Batu Pecah 5/7 Cm Batu 2/3 dan Batu 1/2,"Pasang aggregat kelas A tebal 15 cm, menggunakan aggregat klas A yang sudah tergradasi sesuai ketentuan SNI, Aggregat harus terhindar dari bahan organik dan gumpalan lempung atau bahan - bahan yang tidak dikehendaki. Agregat pokok, pengunci dan pengisi harus memenuhi ketentuan SNI 03-6751-2002 dan memenuhi persyaratan kepipihan dan lonjong Maksimum 10% dengan metode pengujian RSNI T-01-2005)",m3,253100,Cirebon,Sipil,Sipil Jalan
SJ-007,Pasang Pelapisan Resap Pengikat (PrimeCoat),"Pasang aspal cair Lapis Resap Pengikat (primecoat) dengan menggunakan aspal elmulsi, dengan sebaran 0.6 liter/m2",m2,12900,Cirebon,Sipil,Sipil Jalan
SJ-008,Pasang Pelapisan Resap Perekat (TackCoat),"Pasang Lapis Perekat (tackcoat) dengan menggunakan aspal elmulsi, dengan sebaran 0.6 liter/m2",m2,12900,Cirebon,Sipil,Sipil Jalan
SJ-009,Pasang Pelapisan Laston ACBC (Aspal Hotmix/Sitemix T=6 cm),"Hampar lapisan hotmix ACBC tebal 6 Cm jadi, Kemudian dipadatkan dengan tandem roller, melalui 3 kali tahapan, Pemadatan awal 8 kali lintasan menggunakan tandem roller, pemadatanantara 12 kali lintasan menggunakan tyre roller dan pemadatan akhir masing - masing 8 kali lintasan tandem roller, Temperatur pemadatan awal minimum 120oC dan akhir minimum 60oC. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,252800,Cirebon,Sipil,Sipil Jalan
SJ-010,Pasang Pelapisan Laston ACWC (Aspal Hotmix/Sitemix T=6 cm),"Hampar lapisan hotmix ACWC tebal 6 Cm jadi, Kemudian dipadatkan dengan tandem roller, melalui 3 kali tahapan, Pemadatan awal 8 kali lintasan menggunakan tandem roller, pemadatanantara 12 kali lintasan menggunakan tyre roller dan pemadatan akhir masing - masing 8 kali lintasan tandem roller, Temperatur pemadatan awal minimum 120oC dan akhir minimum 60oC. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,236300,Cirebon,Sipil,Sipil Jalan
SJ-011,Pasang Pelapisan Laston HRS (Aspal Hotmix /Sitemix T=4 cm),"Hampar lapisan hotmix HRS tebal 4 Cm jadi, Kemudian dipadatkan dengan tandem roller, melalui 3 kali tahapan, Pemadatan awal 8 kali lintasan menggunakan tandem roller, pemadatanantara 12 kali lintasan menggunakan tyre roller dan pemadatan akhir masing - masing 8 kali lintasan tandem roller, Temperatur pemadatan awal minimum 120'C dan akhir minimum 60'C. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,270500,Cirebon,Sipil,Sipil Jalan
SJ-012,Pasang Pelapisan Laston HRS (Aspal Hotmix /Sitemix T=3 cm),"Hampar lapisan hotmix HRS tebal 3 Cm jadi, Kemudian dipadatkan dengan tandem roller, melalui 3 kali tahapan, Pemadatan awal 8 kali lintasan menggunakan tandem roller, pemadatanantara 12 kali lintasan menggunakan tyre roller dan pemadatan akhir masing - masing 8 kali lintasan tandem roller, Temperatur pemadatan awal minimum 120'C dan akhir minimum 60'C. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,222800,Cirebon,Sipil,Sipil Jalan
SJ-013,Pasang Pelapisan Laston Hotmix/Sitemix Manual (Tebal 3cm),"Lapisan hotmix tebal 3cm menggunakan campuran batu pecah ukuran 2/3 (20-30mm) - 15%, ukuran 1/2 (10-20mm) - 30%, batu screening ukuran (0-5mm) - 40%, abu batu - 10%, dan kadar aspal sebesar 5-7%, pemadatan menggunakan baby roller hingga padat jenuh 95%",m2,167200,Cirebon,Sipil,Sipil Jalan
SJ-014,Pasang Patching Jalan,"Pekerjaan patching jalan ketebalan 7-15 cm dengan menggunakan agregat halus yaitu dengan menggunakan, batu pecah 3/5, batu pecah 1/2 dan bahan penutup menggunakan screen dan pasir pada setiap lapisan diberi aspal elmulsi.
Langkah pengerjaan patching jalan.
1. Permukaan jalan yang rusak dibongkar dengan jack hammer, setelah batas - batasnya dipotong dengan pavement cutter
2. Jika dasar galian lapis pertama masih menunjukan retak - retak atau tidak kokoh, perlu digali lebih dalam.
3. Penyemprotan tackcoat/primecoat dilakukan secara merata ke seluruh bidang, termasuk bidang - bidang tegak, dengan menggunakan aspal emulsi.
4. Hindari tackcoat/primecoat yang berlebihan atau tergenang Karena akan menyebabkan atau menimbulkan bleeding.
5. Bagian perkerasan yang tidak kokoh harus dibongkar kembali.
6. Hampar lapisan aggregat halus sesuai dengan kebutuhan dengan lapisan, batu pecah 3/5, batu pecah 1/2 dan bahan penutup menggunakan screen, kemudian dipadatkan dengan tandem roller sampai padat jenuh 95%.
",m2,159500,Cirebon,Sipil,Sipil Jalan
SJ-015,Pengecatan Marka Jalan Cat Thermoplastic,"Bahan marka jalan menggunakan cat thermoplastic dan glass beads, untuk kedua bahan tersebut harus memenuhi ketentuan standar AASHTO M 249 - 79 dan AASHTO M 247 - 81 dan tebal garis marka setebal 3 mm. (hasil marka harus rapih, kuat dan area pinggir haus rapih tidak meleber, dan garis bantu harus dibersihkan jangan sampai terlihat) ukuran lebar 7-12cm",m1,26700,Cirebon,Sipil,Sipil Jalan
SJ-016,Pengecatan Marka Jalan Cat Nippon Paint Roadline,Pasang Pengecatan marka menggunakan cat nipponpaint roadline,m1,36000,Cirebon,Sipil,Sipil Jalan
SJ-017,Pasang Buis Beton ukuran 60 cm,Pasang buis beton menggunakan Cisangkan ukuran diameter 60 cm,m1,555900,Cirebon,Sipil,Sipil Jalan
SJ-018,Pasang Buis Beton ukuran 50 cm,Pasang buis beton menggunakan Cisangkan ukuran diameter 50 cm,m1,384000,Cirebon,Sipil,Sipil Jalan
SJ-019,Pasang Buis Beton ukuran 100 cm,Pasang buis beton menggunakan Cisangkan ukuran diameter 100 cm,m1,935000,Cirebon,Sipil,Sipil Jalan
SJ-020,Pasang grefel ukuran 20 cm ,Pasang grefel menggunakan Cisangkan ukuran 20 cm,m1,109100,Cirebon,Sipil,Sipil Jalan
SJ-021,Pasang grefel ukuran 30 cm ,Pasang grefel menggunakan Cisangkan ukuran 30 cm,m1,130900,Cirebon,Sipil,Sipil Jalan
SJ-022,Pasang Buis Beton ukuran 60 cm,Pasang buis beton menggunakan Oris ukuran diameter 60 cm,m1,518500,Cirebon,Sipil,Sipil Jalan
SJ-023,Pasang Buis Beton ukuran 50 cm,Pasang buis beton menggunakan Oris ukuran diameter 50 cm,m1,380700,Cirebon,Sipil,Sipil Jalan
SJ-024,Pasang grefel ukuran 20 cm ,Pasang grefel menggunakan Oris ukuran 20 cm,m1,84900,Cirebon,Sipil,Sipil Jalan
SJ-025,Pasang grefel ukuran 30 cm ,Pasang grefel menggunakan Oris ukuran 30 cm,m1,92800,Cirebon,Sipil,Sipil Jalan
SJ-026,Pasang Paving blok Cisangkan tebal 6 cm natural ,Pasang Paving blok tebal 6 cm menggunakan Cisangkan tipe hexagon/octagon termasuk abu batu dengan pemadatan.,m2,241500,Cirebon,Sipil,Sipil Jalan
SJ-027,Pasang Paving blok Cisangkan tebal 8 cm natural ,Pasang Paving blok tebal 8 cm menggunakan Cisangkan tipe hexagon/octagon termasuk abu batu dengan pemadatan.,m2,279200,Cirebon,Sipil,Sipil Jalan
SJ-028,Pasang Paving blok Cisangkan tebal 6 cm warna ,Pasang Paving blok tebal 6 cm menggunakan Cisangkan tipe hexagon/octagon termasuk abu batu dengan pemadatan.,m2,275000,Cirebon,Sipil,Sipil Jalan
SJ-029,Pasang Paving blok Cisangkan tebal 8 cm warna ,Pasang Paving blok tebal 8 cm menggunakan Cisangkan tipe hexagon/octagon termasuk abu batu dengan pemadatan.,m2,316900,Cirebon,Sipil,Sipil Jalan
SJ-030,Pasang Paving blok Oris/Alphen Natural tebal 6 cm natural ,Pasang Paving blok tebal 6 cm menggunakan Oris/alphen natural berikut abu batu dengan pemadatan.,m2,224800,Cirebon,Sipil,Sipil Jalan
SJ-031,Pasang Paving blok Oris/Alphen Natural tebal 8 cm natural ,Pasang Paving blok tebal 8 cm menggunakan Oris/alphen natural berikut abu batu dengan pemadatan.,m2,237400,Cirebon,Sipil,Sipil Jalan
SJ-032,Pasang Paving blok Oris/Alphen warna tebal 6 cm,Pasang Paving blok tebal 6 cm menggunakan Oris/alphen natural berikut abu batu dengan pemadatan.,m2,258300,Cirebon,Sipil,Sipil Jalan
SJ-033,Pasang Paving blok Oris/Alphen warna tebal 8 cm,Pasang Paving blok tebal 8 cm menggunakan Oris/alphen natural berikut abu batu dengan pemadatan.,m2,266900,Cirebon,Sipil,Sipil Jalan
SJ-034,Pasang Grassblock Cisangkan GB8,Pasang Grassblok menggunakan Cisangkan tipe GB8 berikut abu batu (filler) dengan pemadatan.,m2,287100,Cirebon,Sipil,Sipil Jalan
SJ-035,Pasang Grassblock Oris,Pasang Grassblok menggunakan Oris/Alphen berikut abu batu (filler) dengan pemadatan.,m2,267200,Cirebon,Sipil,Sipil Jalan
SJ-036,Pasang batu sikat Flores,"Pasang batu sikat dengan menggunakan batu sikat florest kw I (ukuran atau gradasi disesuaikan dengan eksisting), Pasangan adukan 1 pc : 3 pasir Pasang padalarang tanpa endapan lumpur ( bersih dari lumpur) berikut finishing dengan acian",m2,166900,Cirebon,Sipil,Sipil Jalan
SJ-037,Pasang Kanstin Cisangkan K.02.1,Pasang kanstin dengan menggunakan cisangkan type K.02.1 berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,117600,Cirebon,Sipil,Sipil Jalan
SJ-038,Pasang Kanstin Cisangkan K.10.1,Pasang kanstin dengan menggunakan cisangkan type K.10.1 berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,214000,Cirebon,Sipil,Sipil Jalan
SJ-039,Pasang Kanstin Cisangkan K.05.1,Pasang kanstin dengan menggunakan cisangkan type K.05.1 berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,109900,Cirebon,Sipil,Sipil Jalan
SJ-040,Pasang Kansteen Oris/Alphen,Pasang kanstin dengan menggunakan Oris/alphen 390x90x200 mm berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,124500,Cirebon,Sipil,Sipil Jalan
SJ-041,Pasang Kansteen Oris/Alphen,Pasang kanstin dengan menggunakan Oris/Alphen uk. 600x300x180 mm berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,194600,Cirebon,Sipil,Sipil Jalan
